XR_004936710.1	Gm26206	Gm26206
XM_036163597.1	Macf1	Macf1
XM_030253096.2	Macf1	Macf1
XM_011240411.3	Macf1	Macf1
XM_036163600.1	Macf1	Macf1
XM_036163599.1	Macf1	Macf1
XM_036163598.1	Macf1	Macf1
XM_036163596.1	Macf1	Macf1
XM_036163595.1	Macf1	Macf1
XM_036163594.1	Macf1	Macf1
XM_036163591.1	Macf1	Macf1
XM_036163592.1	Macf1	Macf1
XM_036163590.1	Macf1	Macf1
XR_376624.4	Gm31156	Gm31156
NR_105824.1	Mir6398	Mir6398
unassigned_transcript_581	Mir6398	Mir6398
NR_136925.1	Gm12925	Gm12925
NM_001030274.1	Ndufs5	Ndufs5
XR_004942347.1	Gm57730	Gm57730
NM_023423.3	Akirin1	Akirin1
NM_001356445.2	Rhbdl2	Rhbdl2
NM_183163.3	Rhbdl2	Rhbdl2
XM_006503025.5	Rhbdl2	Rhbdl2
XM_036164043.1	Rhbdl2	Rhbdl2
XR_868095.4	1700121C08Rik	1700121C08Rik
XR_868098.3	1700121C08Rik	1700121C08Rik
XR_868097.4	1700121C08Rik	1700121C08Rik
NR_165172.1	4933427I04Rik	4933427I04Rik
XM_017320503.2	Gm31309	Gm31309
XR_004942183.1	D130007C19Rik	D130007C19Rik
XR_004942182.1	D130007C19Rik	D130007C19Rik
XR_376626.4	D130007C19Rik	D130007C19Rik
XR_004942184.1	D130007C19Rik	D130007C19Rik
NM_019660.3	Mycbp	Mycbp
NM_017475.2	Rragc	Rragc
XR_868103.4	Gm40241	Gm40241
XR_868104.2	Gm40242	Gm40242
XR_001784546.2	Gm12916	Gm12916
XR_868106.1	Gm12916	Gm12916
NR_166446.1	1700021L23Rik	1700021L23Rik
XR_003955350.1	Gm52719	Gm52719
XR_003955351.1	Gm52719	Gm52719
NR_040774.1	1700057H15Rik	1700057H15Rik
XR_376633.5	Gm31830	Gm31830
XR_376632.3	Gm31769	Gm31769
NR_168006.1	Gm2164	Gm2164
NR_045819.1	4933407E24Rik	4933407E24Rik
NM_011141.2	Pou3f1	Pou3f1
NR_168614.1	Gm38545	Gm38545
NR_168615.1	Gm38545	Gm38545
NR_185022.1	Utp11	Utp11
NR_185024.1	Utp11	Utp11
NR_185023.1	Utp11	Utp11
NR_185021.1	Utp11	Utp11
NM_026031.4	Utp11	Utp11
NM_001419148.1	Utp11	Utp11
NM_001419149.1	Utp11	Utp11
XM_036164362.1	Utp11	Utp11
XM_011240592.4	Utp11	Utp11
NR_184996.1	Fhl3	Fhl3
NR_184997.1	Fhl3	Fhl3
NR_184998.1	Fhl3	Fhl3
NM_001418979.1	Fhl3	Fhl3
XM_036163678.1	Fhl3	Fhl3
NM_001418980.1	Fhl3	Fhl3
NM_001418981.1	Fhl3	Fhl3
NM_010213.4	Fhl3	Fhl3
NM_001418982.1	Fhl3	Fhl3
NR_185053.1	Sf3a3	Sf3a3
XM_036164510.1	Sf3a3	Sf3a3
NM_029157.4	Sf3a3	Sf3a3
NR_030479.1	Mir697	Mir697
unassigned_transcript_582	Mir697	Mir697
NR_151694.1	Gm12915	Gm12915
XR_376640.5	Gm32117	Gm32117
XR_004941817.1	Inpp5b	Inpp5b
NR_126474.1	Inpp5b	Inpp5b
XM_006502804.3	Inpp5b	Inpp5b
XM_006502805.3	Inpp5b	Inpp5b
NM_008385.4	Inpp5b	Inpp5b
NR_030480.1	Mir698	Mir698
unassigned_transcript_583	Mir698	Mir698
unassigned_transcript_584	Mir698	Mir698
NM_008636.4	Mtf1	Mtf1
XR_004942185.1	Gm54256	Gm54256
NM_001142727.2	1110065P20Rik	1110065P20Rik
NM_001404055.1	1110065P20Rik	1110065P20Rik
NM_001404057.1	1110065P20Rik	1110065P20Rik
NM_001404056.1	1110065P20Rik	1110065P20Rik
NM_001347196.2	1110065P20Rik	1110065P20Rik
NM_001404054.1	1110065P20Rik	1110065P20Rik
NM_153566.2	Yrdc	Yrdc
NM_001007573.3	Maneal	Maneal
XM_030253396.1	Maneal	Maneal
XM_030253395.2	Maneal	Maneal
XR_004941869.1	Epha10	Epha10
XR_004941871.1	Epha10	Epha10
XR_004941870.1	Epha10	Epha10
XR_004941872.1	Epha10	Epha10
XR_376312.3	Epha10	Epha10
XR_003954922.2	Epha10	Epha10
XR_003954923.2	Epha10	Epha10
XM_006503027.3	Epha10	Epha10
XM_006503028.5	Epha10	Epha10
NM_001256432.2	Epha10	Epha10
NM_177671.6	Epha10	Epha10
XM_017320152.3	Epha10	Epha10
NR_040651.1	1700125G02Rik	1700125G02Rik
NM_026560.4	Cdca8	Cdca8
XM_006502884.4	Airim	Airim
XM_006502885.3	Airim	Airim
NM_177573.3	Airim	Airim
NM_001355603.1	Airim	Airim
NM_001355605.1	Airim	Airim
XR_003955275.1	Gm12930	Gm12930
XR_376649.4	Gm32371	Gm32371
XR_001784435.1	Gm32371	Gm32371
XM_006502862.4	Rspo1	Rspo1
NM_138683.2	Rspo1	Rspo1
XR_376650.2	Gm38472	Gm38472
XM_036164045.1	Gnl2	Gnl2
XM_006503029.4	Gnl2	Gnl2
XM_030253448.2	Gnl2	Gnl2
XM_017320153.2	Gnl2	Gnl2
XM_030253450.2	Gnl2	Gnl2
XM_030253449.2	Gnl2	Gnl2
XM_011240502.3	Gnl2	Gnl2
XM_030253451.2	Gnl2	Gnl2
NM_145552.2	Gnl2	Gnl2
NM_175223.5	Dnali1	Dnali1
NM_001356560.1	Snip1	Snip1
NM_175246.5	Snip1	Snip1
XR_003955011.2	Meaf6	Meaf6
XR_003955012.2	Meaf6	Meaf6
XR_004941956.1	Meaf6	Meaf6
XR_003955014.2	Meaf6	Meaf6
XR_003955013.2	Meaf6	Meaf6
XR_004941957.1	Meaf6	Meaf6
XR_004941958.1	Meaf6	Meaf6
NR_151472.1	Meaf6	Meaf6
NR_164336.1	Meaf6	Meaf6
NM_001290701.2	Meaf6	Meaf6
NM_027310.5	Meaf6	Meaf6
NM_001374123.1	Meaf6	Meaf6
NM_153159.2	Zc3h12a	Zc3h12a
XR_868137.2	Gm40246	Gm40246
XR_001784436.2	Gm32611	Gm32611
XR_868135.1	Gm40245	Gm40245
XR_868134.1	Gm40245	Gm40245
XR_868133.1	Gm40245	Gm40245
XR_868132.1	Gm40244	Gm40244
XR_001784438.1	Gm46869	Gm46869
XR_001784437.1	Gm46869	Gm46869
XR_376655.2	Gm32696	Gm32696
XR_868138.1	Gm40247	Gm40247
XR_868139.1	Gm40247	Gm40247
XR_004942186.1	Gm32756	Gm32756
XR_001784439.3	Gm32756	Gm32756
XR_003955105.2	Gm32756	Gm32756
XR_001784440.3	Gm32756	Gm32756
XM_006502772.4	Grik3	Grik3
XM_036163688.1	Grik3	Grik3
XM_017319980.3	Grik3	Grik3
NM_001081097.3	Grik3	Grik3
NR_109835.1	Mir692-2	Mir692-2
unassigned_transcript_585	Mir692-2	Mir692-2
XR_003955277.1	Gm32807	Gm32807
XR_376657.4	Gm32807	Gm32807
XR_003955276.1	Gm32807	Gm32807
XR_004942187.1	Gm54257	Gm54257
XR_868142.1	Gm40249	Gm40249
XR_868141.1	Gm40249	Gm40249
NR_015560.2	2610028E06Rik	2610028E06Rik
XR_004942192.1	Gm32908	Gm32908
XR_868146.3	Gm32908	Gm32908
XR_004942193.1	Gm32908	Gm32908
XR_868143.3	Gm32908	Gm32908
XR_004942194.1	Gm32908	Gm32908
XR_004942188.1	Gm32908	Gm32908
XR_004942189.1	Gm32908	Gm32908
XR_003955278.2	Gm32908	Gm32908
XR_004942191.1	Gm32908	Gm32908
XR_004942190.1	Gm32908	Gm32908
NR_185213.1	Csf3r	Csf3r
NR_185214.1	Csf3r	Csf3r
NR_185211.1	Csf3r	Csf3r
NR_185212.1	Csf3r	Csf3r
NR_045561.2	Csf3r	Csf3r
XM_006502709.3	Csf3r	Csf3r
XM_017319945.3	Csf3r	Csf3r
NM_001420895.1	Csf3r	Csf3r
NM_001420896.1	Csf3r	Csf3r
XM_006502710.5	Csf3r	Csf3r
XM_036163628.1	Csf3r	Csf3r
NM_001420892.1	Csf3r	Csf3r
NM_001420891.1	Csf3r	Csf3r
NM_001420893.1	Csf3r	Csf3r
NM_007782.4	Csf3r	Csf3r
NM_001252651.2	Csf3r	Csf3r
NM_001420894.1	Csf3r	Csf3r
XM_006502711.5	Csf3r	Csf3r
XM_011240423.4	Csf3r	Csf3r
XM_006502717.3	Csf3r	Csf3r
XM_006502719.3	Csf3r	Csf3r
NM_025544.2	Mrps15	Mrps15
XR_004941873.1	Oscp1	Oscp1
XR_003954925.2	Oscp1	Oscp1
NM_001356446.1	Oscp1	Oscp1
NM_172701.3	Oscp1	Oscp1
XM_006503034.4	Oscp1	Oscp1
NM_001426133.1	Lsm10	Lsm10
NM_001163266.2	Lsm10	Lsm10
NM_001426132.1	Lsm10	Lsm10
NM_138721.3	Lsm10	Lsm10
XM_017320414.3	Stk40	Stk40
XM_006503442.3	Stk40	Stk40
XM_006503441.5	Stk40	Stk40
NM_001145827.1	Stk40	Stk40
NM_028800.3	Stk40	Stk40
XM_036164495.1	Stk40	Stk40
XM_006503037.4	Eva1b	Eva1b
XM_006503036.5	Eva1b	Eva1b
XM_036164046.1	Eva1b	Eva1b
XM_006503040.5	Eva1b	Eva1b
XM_006503038.5	Eva1b	Eva1b
NM_172145.3	Eva1b	Eva1b
XM_030253709.2	Sh3d21	Sh3d21
XM_036164353.1	Sh3d21	Sh3d21
XM_030253708.2	Sh3d21	Sh3d21
XM_030253707.2	Sh3d21	Sh3d21
XM_030253710.2	Sh3d21	Sh3d21
NM_001162533.1	Sh3d21	Sh3d21
XM_036164354.1	Sh3d21	Sh3d21
XM_030253711.2	Sh3d21	Sh3d21
NM_025856.3	Sh3d21	Sh3d21
XR_003954927.1	Thrap3	Thrap3
XR_003954926.1	Thrap3	Thrap3
NM_146153.3	Thrap3	Thrap3
NM_001356455.1	Thrap3	Thrap3
XM_036164049.1	Thrap3	Thrap3
XM_036164048.1	Thrap3	Thrap3
XM_036164047.1	Thrap3	Thrap3
NM_001356456.1	Thrap3	Thrap3
XR_004942297.1	Gm25323	Gm25323
NM_001145970.1	Map7d1	Map7d1
NM_001347198.1	Map7d1	Map7d1
NM_144941.3	Map7d1	Map7d1
NM_001379093.1	Map7d1	Map7d1
NM_001379091.1	Map7d1	Map7d1
NM_001379090.1	Map7d1	Map7d1
NM_001379094.1	Map7d1	Map7d1
NM_001379092.1	Map7d1	Map7d1
NM_013718.2	Trappc3	Trappc3
XR_004942195.1	Gm54258	Gm54258
NM_199473.3	Col8a2	Col8a2
XM_017320266.3	Col8a2	Col8a2
NM_133883.2	Adprs	Adprs
NM_001357262.1	Tekt2	Tekt2
NM_001357263.1	Tekt2	Tekt2
NM_011902.3	Tekt2	Tekt2
XR_001784115.3	Ago3	Ago3
XM_006502917.5	Ago3	Ago3
XM_011240478.4	Ago3	Ago3
XM_036163952.1	Ago3	Ago3
XM_030253390.2	Ago3	Ago3
XM_030253389.2	Ago3	Ago3
XM_036163949.1	Ago3	Ago3
XM_030253391.2	Ago3	Ago3
XM_036163951.1	Ago3	Ago3
XM_017320100.2	Ago3	Ago3
NM_153402.2	Ago3	Ago3
XM_011240521.2	Ago1	Ago1
NM_001378879.1	Ago1	Ago1
NM_153403.3	Ago1	Ago1
NM_001317173.1	Ago1	Ago1
NM_001317174.1	Ago1	Ago1
XM_006503481.5	Ago4	Ago4
NM_153177.3	Ago4	Ago4
XM_036164538.1	Ago4	Ago4
XM_006503483.5	Ago4	Ago4
XM_036164539.1	Ago4	Ago4
XM_036164537.1	Ago4	Ago4
XM_006503482.4	Ago4	Ago4
XM_006503124.4	Clspn	Clspn
XM_011240541.4	Clspn	Clspn
XM_006503123.5	Clspn	Clspn
NM_001405798.1	Clspn	Clspn
NM_001405799.1	Clspn	Clspn
NM_175554.5	Clspn	Clspn
NM_001405801.1	Clspn	Clspn
NM_001405800.1	Clspn	Clspn
NR_106067.1	Mir7119	Mir7119
unassigned_transcript_586	Mir7119	Mir7119
unassigned_transcript_587	Mir7119	Mir7119
NM_001145950.2	5730409E04Rik	5730409E04Rik
NM_001013755.4	5730409E04Rik	5730409E04Rik
XR_001784444.3	Gm46870	Gm46870
NM_011970.5	Psmb2	Psmb2
NM_001424936.1	Psmb2	Psmb2
NM_198960.2	Tfap2e	Tfap2e
NM_001424944.1	Ncdn	Ncdn
NM_001355412.2	Ncdn	Ncdn
NM_001424941.1	Ncdn	Ncdn
NM_001424942.1	Ncdn	Ncdn
NM_001424943.1	Ncdn	Ncdn
NM_011986.5	Ncdn	Ncdn
NM_001424945.1	Ncdn	Ncdn
NM_001355413.2	Ncdn	Ncdn
XM_017319895.3	AU040320	AU040320
NM_001035525.1	AU040320	AU040320
XM_017319894.2	AU040320	AU040320
NM_001035526.1	AU040320	AU040320
NM_001355196.1	AU040320	AU040320
NM_133886.2	AU040320	AU040320
XM_017319898.3	AU040320	AU040320
XM_017319896.3	AU040320	AU040320
XM_036163552.1	AU040320	AU040320
XM_017319897.2	AU040320	AU040320
XR_004942360.1	Gm24161	Gm24161
XR_004942389.1	Gm25604	Gm25604
NM_001357201.2	Zmym4	Zmym4
NM_001379530.1	Zmym4	Zmym4
NM_001114399.2	Zmym4	Zmym4
XM_006503344.5	Zmym4	Zmym4
XM_030253729.1	Zmym4	Zmym4
NR_045010.1	Sfpq	Sfpq
XM_036164435.1	Sfpq	Sfpq
XM_036164430.1	Sfpq	Sfpq
XM_036164431.1	Sfpq	Sfpq
XM_036164433.1	Sfpq	Sfpq
XM_036164434.1	Sfpq	Sfpq
XM_036164429.1	Sfpq	Sfpq
XM_036164432.1	Sfpq	Sfpq
NM_023603.3	Sfpq	Sfpq
NM_026670.5	Zmym1	Zmym1
NM_001356311.1	Zmym1	Zmym1
XM_030253735.2	Zmym1	Zmym1
NR_104366.1	Zmym6	Zmym6
NM_001285885.1	Zmym6	Zmym6
NM_001285888.1	Zmym6	Zmym6
NM_177462.5	Zmym6	Zmym6
NM_001285887.1	Zmym6	Zmym6
XR_004942311.1	Gm25600	Gm25600
NM_001099319.2	Tmem35b	Tmem35b
NM_001426291.1	Dlgap3	Dlgap3
NM_198618.6	Dlgap3	Dlgap3
NM_001426293.1	Dlgap3	Dlgap3
XM_036164130.1	Dlgap3	Dlgap3
XM_011240537.3	Dlgap3	Dlgap3
NM_001302081.2	Dlgap3	Dlgap3
NM_001426294.1	Dlgap3	Dlgap3
NM_001426292.1	Dlgap3	Dlgap3
NM_001426295.1	Dlgap3	Dlgap3
XR_003955280.2	Gm52707	Gm52707
NM_030252.2	Smim12	Smim12
XR_004942313.1	Gm22221	Gm22221
NM_008120.3	Gja4	Gja4
NM_001160012.2	Gjb3	Gjb3
NM_008126.3	Gjb3	Gjb3
XR_868155.3	Gm40251	Gm40251
XR_868156.3	Gm40251	Gm40251
XR_868154.3	Gm40251	Gm40251
XR_868157.3	Gm40251	Gm40251
NM_001420868.1	Gjb4	Gjb4
XM_017319976.3	Gjb4	Gjb4
NM_001420869.1	Gjb4	Gjb4
NM_008127.5	Gjb4	Gjb4
NM_010291.4	Gjb5	Gjb5
XR_868158.3	Gm40252	Gm40252
NR_166430.1	1700080G11Rik	1700080G11Rik
NR_166431.1	1700080G11Rik	1700080G11Rik
NR_189616.1	LOC115486416	LOC115486416
NR_189612.1	LOC115486416	LOC115486416
NR_189613.1	LOC115486416	LOC115486416
NR_189614.1	LOC115486416	LOC115486416
NR_189615.1	LOC115486416	LOC115486416
XR_868171.1	Gm40255	Gm40255
XR_868173.2	Gm40256	Gm40256
NM_001425125.1	CK137956	CK137956
NM_001134733.2	CK137956	CK137956
XM_036164289.1	CK137956	CK137956
XR_868176.3	Gm38571	Gm38571
XR_001784158.3	Csmd2	Csmd2
XR_001784159.3	Csmd2	Csmd2
XR_001784160.3	Csmd2	Csmd2
XR_867884.4	Csmd2	Csmd2
XR_003954975.2	Csmd2	Csmd2
XM_011240560.4	Csmd2	Csmd2
XM_036164198.1	Csmd2	Csmd2
NM_001281955.1	Csmd2	Csmd2
NM_027036.3	Hmgb4	Hmgb4
NR_130980.1	Hmgb4os	Hmgb4os
XR_868174.3	Gm33656	Gm33656
XM_011240544.4	Zscan20	Zscan20
XM_036164141.1	Zscan20	Zscan20
XM_036164140.1	Zscan20	Zscan20
XM_011240545.4	Zscan20	Zscan20
XM_011240542.4	Zscan20	Zscan20
XM_011240543.4	Zscan20	Zscan20
XM_011240546.4	Zscan20	Zscan20
XM_011240547.4	Zscan20	Zscan20
XM_006503133.4	Zscan20	Zscan20
XM_006503131.3	Zscan20	Zscan20
XM_006503134.4	Zscan20	Zscan20
NM_177758.4	Zscan20	Zscan20
NM_205823.2	Tlr12	Tlr12
XR_868177.4	Gm12958	Gm12958
XR_376334.4	Phc2	Phc2
XR_004941936.1	Phc2	Phc2
XM_011240576.4	Phc2	Phc2
XM_006503234.3	Phc2	Phc2
NM_001195130.1	Phc2	Phc2
XM_017320320.1	Phc2	Phc2
NM_018774.4	Phc2	Phc2
NM_001195083.1	Phc2	Phc2
XM_036164241.1	Phc2	Phc2
XM_006503236.1	Phc2	Phc2
XM_006503238.1	Phc2	Phc2
XR_003955113.2	Gm33712	Gm33712
XR_003955114.2	Gm33712	Gm33712
NM_001009819.2	A3galt2	A3galt2
NM_001419425.1	Zfp362	Zfp362
NM_001081098.2	Zfp362	Zfp362
NM_001419424.1	Zfp362	Zfp362
NM_001419423.1	Zfp362	Zfp362
XR_003955112.1	Gm52679	Gm52679
XR_868178.3	Gm33814	Gm33814
XR_376672.5	Gm33814	Gm33814
NM_001370756.1	Trim62	Trim62
NM_178110.3	Trim62	Trim62
NM_001370757.1	Trim62	Trim62
XR_004942196.1	Gm54259	Gm54259
XR_376674.4	Gm33901	Gm33901
XR_004942345.1	Gm57685	Gm57685
XR_004941899.1	Azin2	Azin2
XR_001784145.3	Azin2	Azin2
NM_001301841.1	Azin2	Azin2
XM_006503106.5	Azin2	Azin2
XM_011240538.4	Azin2	Azin2
XM_006503108.5	Azin2	Azin2
NM_172875.4	Azin2	Azin2
XM_006503107.4	Azin2	Azin2
XR_868179.3	Gm15904	Gm15904
NR_138540.1	Ak2	Ak2
NM_016895.4	Ak2	Ak2
NM_001033966.4	Ak2	Ak2
NR_190068.1	1700086P04Rik	1700086P04Rik
XM_036164513.1	Rnf19b	Rnf19b
NM_001368763.1	Rnf19b	Rnf19b
NM_029219.2	Rnf19b	Rnf19b
XM_006503270.5	Tmem54	Tmem54
NM_025452.4	Tmem54	Tmem54
NM_133881.1	Tmem54	Tmem54
NM_001290706.1	Tmem54	Tmem54
NR_185240.1	Hpca	Hpca
NR_185239.1	Hpca	Hpca
NR_185241.1	Hpca	Hpca
XM_030253224.1	Hpca	Hpca
NM_001421090.1	Hpca	Hpca
NM_001421089.1	Hpca	Hpca
NM_001421091.1	Hpca	Hpca
XM_006502775.4	Hpca	Hpca
NM_001286081.2	Hpca	Hpca
XM_030253225.1	Hpca	Hpca
NM_001130419.3	Hpca	Hpca
NM_001286083.2	Hpca	Hpca
NM_001421088.1	Hpca	Hpca
NM_010471.5	Hpca	Hpca
NM_001421092.1	Hpca	Hpca
XM_006503212.5	Fndc5	Fndc5
NM_027402.4	Fndc5	Fndc5
XM_006503448.4	S100pbp	S100pbp
XM_036164504.1	S100pbp	S100pbp
XM_036164507.1	S100pbp	S100pbp
XM_036164505.1	S100pbp	S100pbp
NM_001379593.1	S100pbp	S100pbp
NM_001379597.1	S100pbp	S100pbp
NM_001347203.2	S100pbp	S100pbp
NM_001379599.1	S100pbp	S100pbp
NM_001361317.2	S100pbp	S100pbp
NM_001379596.1	S100pbp	S100pbp
NM_001379590.1	S100pbp	S100pbp
NM_001379591.1	S100pbp	S100pbp
NM_001379594.1	S100pbp	S100pbp
NM_001379595.1	S100pbp	S100pbp
NM_001379592.1	S100pbp	S100pbp
NM_001379589.1	S100pbp	S100pbp
NM_001379598.1	S100pbp	S100pbp
NM_029036.4	S100pbp	S100pbp
NM_001379588.1	S100pbp	S100pbp
XM_036164506.1	S100pbp	S100pbp
XM_006503446.5	S100pbp	S100pbp
XR_376292.3	Yars1	Yars1
NR_160965.1	Yars1	Yars1
NM_134151.5	Yars1	Yars1
NM_001285867.2	Nhsl3	Nhsl3
NM_001033189.4	Nhsl3	Nhsl3
NM_001285865.2	Nhsl3	Nhsl3
NM_001285866.2	Nhsl3	Nhsl3
XR_882406.4	Gm12976	Gm12976
XR_882409.2	Gm12976	Gm12976
XM_006503374.3	Sync	Sync
XM_011240608.3	Sync	Sync
NM_023485.3	Sync	Sync
NM_009030.3	Rbbp4	Rbbp4
XM_006503304.5	Zbtb8os	Zbtb8os
XM_017320361.3	Zbtb8os	Zbtb8os
NM_025970.4	Zbtb8os	Zbtb8os
NM_028603.4	Zbtb8a	Zbtb8a
NR_151530.1	C330020E22Rik	C330020E22Rik
XM_011240481.4	Zbtb8b	Zbtb8b
XM_017320102.3	Zbtb8b	Zbtb8b
XM_036163954.1	Zbtb8b	Zbtb8b
XM_006502927.4	Zbtb8b	Zbtb8b
XM_017320101.2	Zbtb8b	Zbtb8b
NM_153541.4	Zbtb8b	Zbtb8b
NM_133889.2	Bsdc1	Bsdc1
XM_006502630.4	Bsdc1	Bsdc1
NM_080442.2	Tssk3	Tssk3
XM_030253689.1	Tssk3	Tssk3
XM_006503254.4	Tssk3	Tssk3
NM_001085491.2	Fam229a	Fam229a
NM_010807.4	Marcksl1	Marcksl1
NM_008228.3	Hdac1	Hdac1
NM_001162433.2	Lck	Lck
NM_001162432.2	Lck	Lck
NM_010693.4	Lck	Lck
NR_106199.1	Mir8119	Mir8119
unassigned_transcript_588	Mir8119	Mir8119
NM_182783.2	Fam167b	Fam167b
NM_018799.2	Eif3i	Eif3i
XM_030253888.2	Tmem234	Tmem234
XM_030253889.2	Tmem234	Tmem234
XM_030253885.2	Tmem234	Tmem234
XM_030253884.2	Tmem234	Tmem234
XM_030253890.2	Tmem234	Tmem234
NM_001368260.1	Tmem234	Tmem234
NM_001368258.1	Tmem234	Tmem234
NM_001368259.1	Tmem234	Tmem234
NM_029748.3	Tmem234	Tmem234
NM_001368256.1	Tmem234	Tmem234
NM_001368255.1	Tmem234	Tmem234
NM_001368257.1	Tmem234	Tmem234
XM_030253886.2	Tmem234	Tmem234
XM_030253887.1	Tmem234	Tmem234
XM_030253891.2	Tmem234	Tmem234
NM_001195730.2	Dcdc2b	Dcdc2b
XM_006502634.5	Dcdc2b	Dcdc2b
XM_006502633.5	Dcdc2b	Dcdc2b
XM_006502631.5	Dcdc2b	Dcdc2b
XM_006502632.5	Dcdc2b	Dcdc2b
XM_030253068.2	Dcdc2b	Dcdc2b
XM_006502636.5	Dcdc2b	Dcdc2b
XM_036163556.1	Dcdc2b	Dcdc2b
NM_001426288.1	Iqcc	Iqcc
NM_198026.3	Iqcc	Iqcc
NM_001426290.1	Iqcc	Iqcc
NM_001426289.1	Iqcc	Iqcc
XM_036164054.1	Iqcc	Iqcc
XM_036164307.1	Ccdc28b	Ccdc28b
NM_025455.2	Ccdc28b	Ccdc28b
XM_030253696.2	Ccdc28b	Ccdc28b
XR_376685.5	Gm34305	Gm34305
XR_376684.5	Gm34305	Gm34305
XR_004942198.1	Gm34305	Gm34305
XM_006502659.5	Txlna	Txlna
NM_001199695.1	Txlna	Txlna
NM_001005506.3	Txlna	Txlna
NM_008468.4	Kpna6	Kpna6
XM_006502814.4	Kpna6	Kpna6
NM_199305.2	Tmem39b	Tmem39b
NM_001356378.1	Tmem39b	Tmem39b
XM_030253455.2	Tmem39b	Tmem39b
XM_036164058.1	Tmem39b	Tmem39b
XM_036164055.1	Tmem39b	Tmem39b
XM_036164056.1	Tmem39b	Tmem39b
XM_006503046.3	Tmem39b	Tmem39b
XM_036164057.1	Tmem39b	Tmem39b
NR_105983.1	Mir7016	Mir7016
unassigned_transcript_589	Mir7016	Mir7016
unassigned_transcript_590	Mir7016	Mir7016
XR_376300.4	Khdrbs1	Khdrbs1
XR_001784112.3	Khdrbs1	Khdrbs1
NR_045036.1	Khdrbs1	Khdrbs1
NM_011317.4	Khdrbs1	Khdrbs1
NR_188949.1	Ptp4a2	Ptp4a2
NR_188950.1	Ptp4a2	Ptp4a2
NR_188951.1	Ptp4a2	Ptp4a2
NM_001424824.1	Ptp4a2	Ptp4a2
NM_001424823.1	Ptp4a2	Ptp4a2
NM_008974.5	Ptp4a2	Ptp4a2
NM_001424825.1	Ptp4a2	Ptp4a2
NM_001424827.1	Ptp4a2	Ptp4a2
NM_001164745.2	Ptp4a2	Ptp4a2
NM_001424826.1	Ptp4a2	Ptp4a2
XM_017320045.3	Ptp4a2	Ptp4a2
XR_868199.3	1700108I11Rik	1700108I11Rik
NR_045190.2	E330017L17Rik	E330017L17Rik
XM_017320505.1	Spocd1	Spocd1
NR_040647.1	1700003M07Rik	1700003M07Rik
NR_040648.1	1700003M07Rik	1700003M07Rik
XR_004942200.1	Gm54260	Gm54260
XR_004942199.1	Gm54260	Gm54260
XR_004941876.1	Adgrb2	Adgrb2
XR_004941877.1	Adgrb2	Adgrb2
XR_004941874.1	Adgrb2	Adgrb2
XR_004941875.1	Adgrb2	Adgrb2
XM_011240507.2	Adgrb2	Adgrb2
XM_030253457.1	Adgrb2	Adgrb2
XM_030253456.1	Adgrb2	Adgrb2
XM_030253459.1	Adgrb2	Adgrb2
XM_036164059.1	Adgrb2	Adgrb2
NM_001290715.2	Adgrb2	Adgrb2
NM_173071.4	Adgrb2	Adgrb2
NM_001377056.1	Adgrb2	Adgrb2
NM_001290714.2	Adgrb2	Adgrb2
NM_001199696.2	Adgrb2	Adgrb2
NM_001377057.1	Adgrb2	Adgrb2
NM_001377058.1	Adgrb2	Adgrb2
XM_011240506.1	Adgrb2	Adgrb2
XM_011240508.1	Adgrb2	Adgrb2
XM_011240512.1	Adgrb2	Adgrb2
XR_003953396.2	Gm12963	Gm12963
NR_175838.1	Col16a1	Col16a1
XM_006502642.5	Col16a1	Col16a1
XM_036163564.1	Col16a1	Col16a1
XM_036163565.1	Col16a1	Col16a1
XM_006502647.5	Col16a1	Col16a1
XM_006502648.5	Col16a1	Col16a1
XM_006502641.4	Col16a1	Col16a1
XM_006502640.5	Col16a1	Col16a1
NM_001404352.1	Col16a1	Col16a1
NM_028266.6	Col16a1	Col16a1
NM_001404353.1	Col16a1	Col16a1
XM_036163566.1	Col16a1	Col16a1
XR_001784448.3	Gm46871	Gm46871
XR_868200.4	Gm40258	Gm40258
NM_026441.4	Pef1	Pef1
XM_036164062.1	Hcrtr1	Hcrtr1
XM_036164060.1	Hcrtr1	Hcrtr1
XM_017320157.3	Hcrtr1	Hcrtr1
NM_198959.3	Hcrtr1	Hcrtr1
NM_001305392.2	Hcrtr1	Hcrtr1
NM_001357258.2	Hcrtr1	Hcrtr1
NM_001426068.1	Hcrtr1	Hcrtr1
NM_001426069.1	Hcrtr1	Hcrtr1
NM_001163027.2	Hcrtr1	Hcrtr1
XR_868201.1	Gm40259	Gm40259
XR_868202.1	Gm40259	Gm40259
NM_023476.3	Tinagl1	Tinagl1
NM_001168333.1	Tinagl1	Tinagl1
XR_003955116.1	Gm52490	Gm52490
XM_006503200.4	Ldc1	Ldc1
XM_006503193.4	Ldc1	Ldc1
NM_001034872.2	Ldc1	Ldc1
XM_006503195.4	Ldc1	Ldc1
XM_006503197.3	Ldc1	Ldc1
XM_006503196.3	Ldc1	Ldc1
XM_006503198.3	Ldc1	Ldc1
XM_006503199.2	Ldc1	Ldc1
XR_003955118.1	Gm46724	Gm46724
XR_001784449.2	Gm46724	Gm46724
XR_003955119.1	Gm46724	Gm46724
XR_001784450.1	Gm46724	Gm46724
XM_006503063.3	Serinc2	Serinc2
XM_036164063.1	Serinc2	Serinc2
